dataset,pair_idx,protein,region,layer,mean_margin,final_model_prob1
real_PRS,8,protein2,middle,10,0.4020913441975911,0.9685558676719666
real_PRS,9,protein2,n_term,0,-1.6947996218999226,0.1655803620815277
real_PRS,9,protein2,n_term,1,-1.711327784260114,0.1655803620815277
real_PRS,9,protein2,n_term,2,-1.5181964000066122,0.1655803620815277
real_PRS,9,protein2,n_term,3,-1.0948343753814698,0.1655803620815277
real_PRS,9,protein2,n_term,4,-0.9929257710774739,0.1655803620815277
real_PRS,9,protein2,n_term,5,-0.6634604056676229,0.1655803620815277
real_PRS,9,protein2,n_term,6,-0.5789218286673228,0.1655803620815277
real_PRS,9,protein2,n_term,7,-0.674600092569987,0.1655803620815277
real_PRS,9,protein2,n_term,8,-0.42536008755366006,0.1655803620815277
real_PRS,9,protein2,n_term,9,-0.07347220579783122,0.1655803620815277
real_PRS,9,protein2,n_term,10,-0.7389310280481974,0.1655803620815277
real_PRS,9,protein2,c_term,0,-2.0647889455159505,0.1655803620815277
real_PRS,9,protein2,c_term,1,-2.0751731713612873,0.1655803620815277
real_PRS,9,protein2,c_term,2,-1.0636301676432292,0.1655803620815277
real_PRS,9,protein2,c_term,3,-0.6676648457845052,0.1655803620815277
real_PRS,9,protein2,c_term,4,-0.022949345906575522,0.1655803620815277
real_PRS,9,protein2,c_term,5,0.0910120964050293,0.1655803620815277
real_PRS,9,protein2,c_term,6,-0.04700145721435547,0.1655803620815277
real_PRS,9,protein2,c_term,7,0.07143583297729492,0.1655803620815277
real_PRS,9,protein2,c_term,8,0.20382134119669595,0.1655803620815277
real_PRS,9,protein2,c_term,9,0.17068039576212565,0.1655803620815277
real_PRS,9,protein2,c_term,10,0.2713046391805013,0.1655803620815277
real_PRS,9,protein2,middle,0,-2.1853496710459392,0.1655803620815277
real_PRS,9,protein2,middle,1,-2.066077768802643,0.1655803620815277
real_PRS,9,protein2,middle,2,-1.1673994064331055,0.1655803620815277
real_PRS,9,protein2,middle,3,-0.747038205464681,0.1655803620815277
real_PRS,9,protein2,middle,4,-0.3452925682067871,0.1655803620815277
real_PRS,9,protein2,middle,5,0.3804916858673096,0.1655803620815277
real_PRS,9,protein2,middle,6,0.37165939013163246,0.1655803620815277
real_PRS,9,protein2,middle,7,0.6648894627888997,0.1655803620815277
real_PRS,9,protein2,middle,8,0.812113094329834,0.1655803620815277
real_PRS,9,protein2,middle,9,0.8281355857849121,0.1655803620815277
real_PRS,9,protein2,middle,10,0.5337313016255697,0.1655803620815277
real_PRS,10,protein2,n_term,0,-1.5792348782221477,0.9728524684906006
real_PRS,10,protein2,n_term,1,-1.6398199478785196,0.9728524684906006
