pair_idx,protein,region,direction,baseline_margin,patched_margin,shift
37,protein2,peak,real_into_random,-1.440774917602539,-1.3228206634521484,0.11795425415039062
37,protein2,peak,random_into_real,6.474792957305908,6.470145225524902,-0.004647731781005859
37,protein2,control,real_into_random,-1.440774917602539,-1.473658561706543,-0.032883644104003906
37,protein2,control,random_into_real,6.474792957305908,6.4654860496521,-0.009306907653808594
38,protein1,peak,real_into_random,-2.2436914443969727,-2.2467727661132812,-0.0030813217163085938
38,protein1,peak,random_into_real,-1.643448829650879,-1.6354141235351562,0.008034706115722656
38,protein1,control,real_into_random,-2.2436914443969727,-2.2452430725097656,-0.0015516281127929688
38,protein1,control,random_into_real,-1.643448829650879,-1.640315055847168,0.0031337738037109375
38,protein2,peak,real_into_random,-2.2436914443969727,-2.2422447204589844,0.0014467239379882812
38,protein2,peak,random_into_real,-1.643448829650879,-1.6433725357055664,7.62939453125e-05
38,protein2,control,real_into_random,-2.2436914443969727,-2.243396759033203,0.00029468536376953125
38,protein2,control,random_into_real,-1.643448829650879,-1.643977165222168,-0.0005283355712890625
39,protein1,peak,real_into_random,-2.1424551010131836,-2.073637008666992,0.0688180923461914
39,protein1,peak,random_into_real,5.679048538208008,5.684636116027832,0.005587577819824219
39,protein1,control,real_into_random,-2.1424551010131836,-2.1428184509277344,-0.00036334991455078125
39,protein1,control,random_into_real,5.679048538208008,5.678709983825684,-0.00033855438232421875
39,protein2,peak,real_into_random,-2.1424551010131836,-2.037774085998535,0.10468101501464844
39,protein2,peak,random_into_real,5.679048538208008,5.679521560668945,0.0004730224609375
39,protein2,control,real_into_random,-2.1424551010131836,-2.153776168823242,-0.011321067810058594
39,protein2,control,random_into_real,5.679048538208008,5.680727005004883,0.001678466796875
40,protein1,peak,real_into_random,-0.10715103149414062,-0.10280418395996094,0.0043468475341796875
40,protein1,peak,random_into_real,-1.8850374221801758,-1.8860712051391602,-0.001033782958984375
