dataset,pair_idx,region,layer,mean_margin
RRS,52,c_term,10,-0.17095333735148113
RRS,53,n_term,0,-1.2033708373705545
RRS,53,n_term,1,-1.1576756874720255
RRS,53,n_term,2,-1.2120828787485758
RRS,53,n_term,3,-0.8888662974039714
RRS,53,n_term,4,-0.5717127164204915
RRS,53,n_term,5,-0.16511127948760987
RRS,53,n_term,6,-0.16602651278177896
RRS,53,n_term,7,-0.2276419957478841
RRS,53,n_term,8,-0.1011802355448405
RRS,53,n_term,9,-0.05740820566813151
RRS,53,n_term,10,-0.3999383608500163
RRS,53,middle,0,-0.8191357096036275
RRS,53,middle,1,-1.0061906894048056
RRS,53,middle,2,-0.5843617757161458
RRS,53,middle,3,-0.4832341194152832
RRS,53,middle,4,-0.20420983632405598
RRS,53,middle,5,0.10252538621425629
RRS,53,middle,6,0.048800261815389
RRS,53,middle,7,0.12945615450541179
RRS,53,middle,8,0.099718443552653
RRS,53,middle,9,-0.1086808204650879
RRS,53,middle,10,-0.621249771118164
RRS,53,c_term,0,-1.597424570719401
RRS,53,c_term,1,-1.751481540997823
RRS,53,c_term,2,-1.2357978820800781
RRS,53,c_term,3,-0.814868704477946
RRS,53,c_term,4,-0.7142346700032552
RRS,53,c_term,5,-0.5531910101572672
RRS,53,c_term,6,-0.4418080647786458
RRS,53,c_term,7,-0.4211078961690267
RRS,53,c_term,8,-0.2668057123819987
RRS,53,c_term,9,-0.3074731508890788
RRS,53,c_term,10,-0.5753011703491211
RRS,54,n_term,0,-1.6295915126800538
RRS,54,n_term,1,-1.6741955916086833
RRS,54,n_term,2,-1.246039835611979
RRS,54,n_term,3,-0.9265525182088216
RRS,54,n_term,4,-0.60303635597229
RRS,54,n_term,5,-0.19228503306706746
RRS,54,n_term,6,-0.30296116272608437
RRS,54,n_term,7,-0.35268065134684246
RRS,54,n_term,8,-0.308340048789978
RRS,54,n_term,9,-0.1511213779449463
RRS,54,n_term,10,-0.6035549163818359
RRS,54,middle,0,-1.8886683662732442
RRS,54,middle,1,-2.0639672676722207
RRS,54,middle,2,-1.0041306575139364
RRS,54,middle,3,-0.678432559967041
RRS,54,middle,4,-0.31674248377482095
RRS,54,middle,5,-0.07474689483642578
RRS,54,middle,6,-0.2891638437906901
RRS,54,middle,7,-0.2964770317077637
RRS,54,middle,8,-0.11364638010660807
RRS,54,middle,9,-0.1946929931640625
RRS,54,middle,10,0.018542385101318358
RRS,54,c_term,0,-1.8885222514470419
RRS,54,c_term,1,-2.0416016419728598
RRS,54,c_term,2,-1.134076960881551
RRS,54,c_term,3,-0.7992899258931477
RRS,54,c_term,4,-0.3741692225138346
RRS,54,c_term,5,-0.19314263661702474
RRS,54,c_term,6,-0.37271273930867516
RRS,54,c_term,7,-0.36388762791951496
RRS,54,c_term,8,-0.2562812487284342
RRS,54,c_term,9,-0.3991651217142741
RRS,54,c_term,10,-0.1639804204305013
RRS,55,n_term,0,-1.7195615609486898
RRS,55,n_term,1,-1.833089256286621
RRS,55,n_term,2,-1.5450225194295248
RRS,55,n_term,3,-0.8220689773559571
RRS,55,n_term,4,-0.9868653933207194
RRS,55,n_term,5,-0.7730056365331014
RRS,55,n_term,6,-0.7984046459197998
RRS,55,n_term,7,-0.7756457010904948
RRS,55,n_term,8,-0.672197182973226
RRS,55,n_term,9,-0.7223727544148763
RRS,55,n_term,10,-1.0794939041137694
RRS,55,middle,0,-1.6235824664433798
RRS,55,middle,1,-1.8068381667137146
RRS,55,middle,2,-1.1099020878473917
RRS,55,middle,3,-0.6961751937866211
RRS,55,middle,4,-0.23842061360677083
RRS,55,middle,5,0.043686262766520184
RRS,55,middle,6,-0.09812981287638346
RRS,55,middle,7,-0.15317986806233724
RRS,55,middle,8,-0.03984047571818034
RRS,55,middle,9,0.094313112894694
RRS,55,middle,10,0.27265777587890627
RRS,55,c_term,0,-1.8186615784962972
RRS,55,c_term,1,-1.877196184794108
RRS,55,c_term,2,-0.8248309135437012
RRS,55,c_term,3,-0.44080514907836915
RRS,55,c_term,4,-0.18127228418986002
RRS,55,c_term,5,-0.07501570383707683
RRS,55,c_term,6,-0.2190143903096517
RRS,55,c_term,7,-0.19490381876627605
RRS,55,c_term,8,-0.0930506706237793
RRS,55,c_term,9,-0.2357409159342448
RRS,55,c_term,10,-0.20202404657999676
RRS,56,n_term,0,-1.4801984151204428
RRS,56,n_term,1,-1.5869841575622559
RRS,56,n_term,2,-1.3858729998270671
RRS,56,n_term,3,-1.118530527750651
RRS,56,n_term,4,-0.9455773194630941
RRS,56,n_term,5,-0.32439251740773517
RRS,56,n_term,6,-0.37706518967946373
RRS,56,n_term,7,-0.31892119646072387
RRS,56,n_term,8,-0.22806320985158285
RRS,56,n_term,9,0.1565842628479004
RRS,56,n_term,10,-0.45464515686035156
RRS,56,middle,0,-1.847731896241506
RRS,56,middle,1,-2.085203433036804
RRS,56,middle,2,-1.5796363035837808
RRS,56,middle,3,-0.8847066243489583
RRS,56,middle,4,-0.3932560920715332
RRS,56,middle,5,-0.049605210622151695
RRS,56,middle,6,-0.24868561426798502
RRS,56,middle,7,-0.2244588534037272
RRS,56,middle,8,-0.15253960291544597
RRS,56,middle,9,-0.3508213361104329
RRS,56,middle,10,-0.3476308186848958
RRS,56,c_term,0,-1.914504333337148
RRS,56,c_term,1,-2.128089690208435
RRS,56,c_term,2,-1.3929219563802084
RRS,56,c_term,3,-0.7289291063944499
RRS,56,c_term,4,-0.4939234733581543
RRS,56,c_term,5,-0.30804484685262046
RRS,56,c_term,6,-0.36297680536905924
RRS,56,c_term,7,-0.3777605056762695
RRS,56,c_term,8,-0.23043266932169595
RRS,56,c_term,9,-0.37167803446451825
RRS,56,c_term,10,-0.2818800290425619
RRS,57,n_term,0,-1.5358585834503173
RRS,57,n_term,1,-1.6506699085235597
RRS,57,n_term,2,-1.4313213348388671
RRS,57,n_term,3,-0.794916820526123
RRS,57,n_term,4,-0.8533088048299153
RRS,57,n_term,5,-0.7793770790100097
RRS,57,n_term,6,-0.7378144900004069
RRS,57,n_term,7,-0.6400240898132324
RRS,57,n_term,8,-0.40925095876057943
RRS,57,n_term,9,-0.4062408447265625
RRS,57,n_term,10,-0.7889365514119466
RRS,57,middle,0,-1.523359086116155
RRS,57,middle,1,-1.6779735644658407
RRS,57,middle,2,-1.2049083709716797
RRS,57,middle,3,-0.8719979286193847
RRS,57,middle,4,-1.006969197591146
RRS,57,middle,5,-0.7937218030293782
RRS,57,middle,6,-0.7552986145019531
RRS,57,middle,7,-0.7485501289367675
RRS,57,middle,8,-0.7159689903259278
RRS,57,middle,9,-0.4280963897705078
RRS,57,middle,10,0.037176259358723956
RRS,57,c_term,0,-2.0864417552948
RRS,57,c_term,1,-2.269074813524882
RRS,57,c_term,2,-1.6435743808746337
RRS,57,c_term,3,-1.20135285059611
RRS,57,c_term,4,-1.0421266555786133
RRS,57,c_term,5,-1.0649936040242514
RRS,57,c_term,6,-0.9624897956848144
RRS,57,c_term,7,-0.9740112940470378
RRS,57,c_term,8,-0.7904366811116537
RRS,57,c_term,9,-0.6434919993082683
RRS,57,c_term,10,-0.5841542243957519
RRS,58,n_term,0,-1.6550629138946533
RRS,58,n_term,1,-1.6935879071553548
RRS,58,n_term,2,-1.4245718320210774
RRS,58,n_term,3,-1.3213403701782227
RRS,58,n_term,4,-1.2842978795369466
RRS,58,n_term,5,-1.1392783403396607
RRS,58,n_term,6,-1.1448428789774576
RRS,58,n_term,7,-1.2692495346069337
RRS,58,n_term,8,-1.0341989199320476
RRS,58,n_term,9,-1.0029712359110514
RRS,58,n_term,10,-1.2189912478129068
RRS,58,middle,0,-1.4960639794667563
RRS,58,middle,1,-1.734129532178243
RRS,58,middle,2,-1.3842737038930257
RRS,58,middle,3,-1.2919793128967285
RRS,58,middle,4,-1.5744271914164225
RRS,58,middle,5,-1.1285332202911378
RRS,58,middle,6,-0.9950473467508952
RRS,58,middle,7,-1.1893823941548665
RRS,58,middle,8,-1.0194493611653646
RRS,58,middle,9,-0.664776865641276
RRS,58,middle,10,-0.46014458338419595
RRS,58,c_term,0,-1.8900974909464519
RRS,58,c_term,1,-2.1224508404731752
RRS,58,c_term,2,-1.5282983303070068
RRS,58,c_term,3,-1.0565429051717123
RRS,58,c_term,4,-1.387144915262858
RRS,58,c_term,5,-1.0699862480163573
RRS,58,c_term,6,-1.0177464485168457
RRS,58,c_term,7,-1.0629830996195475
RRS,58,c_term,8,-0.8920703252156575
RRS,58,c_term,9,-0.7467320124308269
RRS,58,c_term,10,-0.5145057996114095
RRS,59,n_term,0,-0.8695311844348907
RRS,59,n_term,1,-0.8157483021418254
RRS,59,n_term,2,-0.8154636224110922
RRS,59,n_term,3,-0.8032004674275716
RRS,59,n_term,4,-0.5256962299346923
RRS,59,n_term,5,-0.18186089992523194
RRS,59,n_term,6,-0.1971800406773885
RRS,59,n_term,7,0.09949180682500204
RRS,59,n_term,8,0.273248298962911
RRS,59,n_term,9,0.49308420419692994
RRS,59,n_term,10,0.19569672346115113
RRS,59,middle,0,-1.3956979513168335
RRS,59,middle,1,-1.7791629870732626
RRS,59,middle,2,-0.7641780058542887
RRS,59,middle,3,-0.051300462086995444
RRS,59,middle,4,0.08778228759765624
RRS,59,middle,5,0.550835927327474
RRS,59,middle,6,0.5970940987269083
RRS,59,middle,7,0.9962881028652191
RRS,59,middle,8,0.6244349718093872
RRS,59,middle,9,0.34659472306569417
RRS,59,middle,10,0.12238547007242838
RRS,59,c_term,0,-1.5654023269812265
RRS,59,c_term,1,-1.9183855056762695
RRS,59,c_term,2,-1.0560667514801025
RRS,59,c_term,3,-0.750769837697347
RRS,59,c_term,4,-0.6470617294311524
RRS,59,c_term,5,-0.25470133622487384
RRS,59,c_term,6,-0.42429218292236326
RRS,59,c_term,7,-0.39990075429280597
RRS,59,c_term,8,-0.3721220334370931
RRS,59,c_term,9,-0.5415325800577799
RRS,59,c_term,10,-0.3763627370198568
RRS,60,n_term,0,-1.209399159749349
RRS,60,n_term,1,-1.2967676798502603
RRS,60,n_term,2,-1.2139156500498454
RRS,60,n_term,3,-0.7789402325948079
RRS,60,n_term,4,-0.6233103116353352
RRS,60,n_term,5,-0.3069522500038147
RRS,60,n_term,6,-0.422868283589681
RRS,60,n_term,7,-0.4917747179667155
RRS,60,n_term,8,-0.41709782282511393
RRS,60,n_term,9,-0.5166812896728515
RRS,60,n_term,10,-1.0525643666585287
RRS,60,middle,0,-2.0441249211629233
RRS,60,middle,1,-2.2979958852132163
RRS,60,middle,2,-1.586183754603068
RRS,60,middle,3,-1.0018503506978353
RRS,60,middle,4,-0.6705395698547363
RRS,60,middle,5,-0.09413344065348307
RRS,60,middle,6,-0.15631383260091145
RRS,60,middle,7,-0.007433764139811198
RRS,60,middle,8,0.27426996231079104
RRS,60,middle,9,0.29451204935709635
RRS,60,middle,10,0.09449777603149415
RRS,60,c_term,0,-2.2009919047355653
RRS,60,c_term,1,-2.3601559162139893
RRS,60,c_term,2,-1.358503794670105
RRS,60,c_term,3,-0.9950031916300456
RRS,60,c_term,4,-0.611579418182373
RRS,60,c_term,5,-0.4727613131205241
RRS,60,c_term,6,-0.4503602981567383
RRS,60,c_term,7,-0.45720431009928386
RRS,60,c_term,8,-0.27902148564656576
RRS,60,c_term,9,-0.19661115010579427
RRS,60,c_term,10,0.23739395141601563
RRS,61,n_term,0,-1.6094359397888183
RRS,61,n_term,1,-1.694429667790731
RRS,61,n_term,2,-1.4495367368062337
RRS,61,n_term,3,-1.1417807579040526
RRS,61,n_term,4,-1.078998120625814
RRS,61,n_term,5,-0.7282026290893555
RRS,61,n_term,6,-1.0103200276692708
RRS,61,n_term,7,-1.0385600487391153
RRS,61,n_term,8,-0.9702991485595703
RRS,61,n_term,9,-0.8530997276306153
RRS,61,n_term,10,-1.2444726308186849
RRS,61,middle,0,-1.864697265625
RRS,61,middle,1,-2.0320276498794554
RRS,61,middle,2,-1.2368629455566407
RRS,61,middle,3,-0.9811683972676595
RRS,61,middle,4,-0.7258526802062988
RRS,61,middle,5,-0.24196242491404216
RRS,61,middle,6,-0.44938948154449465
RRS,61,middle,7,-0.20035064220428467
RRS,61,middle,8,-0.390844456354777
RRS,61,middle,9,-0.24690256118774415
RRS,61,middle,10,-0.35556983947753906
RRS,61,c_term,0,-1.6267660319805146
RRS,61,c_term,1,-1.842200255393982
RRS,61,c_term,2,-1.1470672766367593
RRS,61,c_term,3,-0.47377173105875653
RRS,61,c_term,4,-0.24213991165161133
RRS,61,c_term,5,-0.10862329006195068
RRS,61,c_term,6,-0.25740143458048503
RRS,61,c_term,7,-0.28510522842407227
RRS,61,c_term,8,-0.17325159708658855
RRS,61,c_term,9,-0.48140986760457355
RRS,61,c_term,10,-0.9175122261047364
RRS,62,n_term,0,-1.2313172340393066
RRS,62,n_term,1,-1.3882747769355774
RRS,62,n_term,2,-1.1437997182210287
RRS,62,n_term,3,-0.8229502677917481
RRS,62,n_term,4,-0.7116981506347656
RRS,62,n_term,5,-0.4197385827700297
RRS,62,n_term,6,-0.5803616841634115
RRS,62,n_term,7,-0.5300460815429687
RRS,62,n_term,8,-0.40716517766316734
RRS,62,n_term,9,-0.3662180582682292
RRS,62,n_term,10,-0.6913225491841634
RRS,62,middle,0,-1.6147580424944559
RRS,62,middle,1,-1.73415158589681
RRS,62,middle,2,-1.0334836006164552
RRS,62,middle,3,-0.7054451942443848
RRS,62,middle,4,-0.5159048716227214
RRS,62,middle,5,-0.07609662115573883
RRS,62,middle,6,-0.23585076332092286
RRS,62,middle,7,-0.21247148513793945
RRS,62,middle,8,-0.21241992314656574
RRS,62,middle,9,-0.2536599159240723
RRS,62,middle,10,-0.13177204132080078
RRS,62,c_term,0,-1.3978128552436828
RRS,62,c_term,1,-1.4991170605023703
RRS,62,c_term,2,-0.6600916624069214
RRS,62,c_term,3,-0.36939729054768883
RRS,62,c_term,4,0.15356305440266926
RRS,62,c_term,5,0.32729396820068357
RRS,62,c_term,6,0.10044549306233724
RRS,62,c_term,7,0.09591420491536458
RRS,62,c_term,8,0.22768058776855468
RRS,62,c_term,9,0.14388806025187176
RRS,62,c_term,10,0.2268408457438151
RRS,63,n_term,0,-1.1934059659639995
RRS,63,n_term,1,-1.2668845017751058
RRS,63,n_term,2,-1.151279624303182
RRS,63,n_term,3,-1.0817047437032064
RRS,63,n_term,4,-0.8625349998474121
RRS,63,n_term,5,-0.41251202424367267
RRS,63,n_term,6,-0.4992847363154093
RRS,63,n_term,7,-0.38618799845377605
RRS,63,n_term,8,-0.278405491511027
RRS,63,n_term,9,-0.36601220766703285
RRS,63,n_term,10,-1.0897443453470865
RRS,63,middle,0,-1.2802379588286081
RRS,63,middle,1,-1.3366871118545531
RRS,63,middle,2,-0.8868542114893595
RRS,63,middle,3,-0.8625274340311686
RRS,63,middle,4,-0.7106995503107707
RRS,63,middle,5,-0.23095624446868895
RRS,63,middle,6,-0.3693997065226237
RRS,63,middle,7,-0.08994731903076172
RRS,63,middle,8,-0.3051093737284342
RRS,63,middle,9,-0.3258928934733073
RRS,63,middle,10,-0.1669160842895508
RRS,63,c_term,0,-0.5435371239980061
RRS,63,c_term,1,-0.5472303609053294
RRS,63,c_term,2,0.07496690253416698
RRS,63,c_term,3,-0.21422583262125652
RRS,63,c_term,4,-0.11419321695963541
RRS,63,c_term,5,-0.2832127888997396
RRS,63,c_term,6,-0.5113619168599447
RRS,63,c_term,7,-0.49002739588419597
RRS,63,c_term,8,-0.48095388412475587
RRS,63,c_term,9,-0.2535820643107096
RRS,63,c_term,10,-0.0008997599283854167
RRS,64,n_term,0,-1.6108095566431682
RRS,64,n_term,1,-1.6082635402679444
RRS,64,n_term,2,-1.4998200098673502
RRS,64,n_term,3,-1.1179843584696452
RRS,64,n_term,4,-0.909475580851237
RRS,64,n_term,5,-0.6273853143056234
RRS,64,n_term,6,-0.7551182905832926
RRS,64,n_term,7,-0.7030526002248129
RRS,64,n_term,8,-0.57674134572347
RRS,64,n_term,9,-0.5839516639709472
RRS,64,n_term,10,-0.9102860768636067
RRS,64,c_term,0,-1.5114646355311077
RRS,64,c_term,1,-1.615802025794983
RRS,64,c_term,2,-1.1726873556772868
RRS,64,c_term,3,-1.1320866107940675
RRS,64,c_term,4,-1.1309123357137045
RRS,64,c_term,5,-0.6739449659983318
RRS,64,c_term,6,-0.5735691944758098
RRS,64,c_term,7,-0.6262927691141764
RRS,64,c_term,8,-0.2551959832509359
RRS,64,c_term,9,0.13873623212178549
RRS,64,c_term,10,0.3386793772379557
RRS,65,n_term,0,-1.7659337838490805
RRS,65,n_term,1,-1.8764181931813557
RRS,65,n_term,2,-1.5024018923441569
RRS,65,n_term,3,-1.0336098988850912
RRS,65,n_term,4,-1.1748848915100099
RRS,65,n_term,5,-0.9024898290634156
RRS,65,n_term,6,-0.9529269218444825
RRS,65,n_term,7,-1.0566283543904622
RRS,65,n_term,8,-0.7910207748413086
RRS,65,n_term,9,-0.7713183403015137
RRS,65,n_term,10,-0.9637221336364746
RRS,65,middle,0,-1.8360494017601012
RRS,65,middle,1,-2.017245062192281
RRS,65,middle,2,-1.3089946428934733
RRS,65,middle,3,-0.8972407341003418
RRS,65,middle,4,-0.5261589368184407
RRS,65,middle,5,-0.34346338907877605
RRS,65,middle,6,-0.5137103080749512
RRS,65,middle,7,-0.5734462102254232
RRS,65,middle,8,-0.38563388188680015
RRS,65,middle,9,-0.4218853632609049
RRS,65,middle,10,-0.40758784612019855
RRS,65,c_term,0,-1.7023120959599813
RRS,65,c_term,1,-1.8010752002398174
RRS,65,c_term,2,-1.3187745730082194
RRS,65,c_term,3,-0.9380105972290039
RRS,65,c_term,4,-0.6433239618937174
RRS,65,c_term,5,-0.6791210810343424
RRS,65,c_term,6,-0.7479106903076171
RRS,65,c_term,7,-0.8739903450012207
RRS,65,c_term,8,-0.6790109634399414
RRS,65,c_term,9,-0.6699761708577474
RRS,65,c_term,10,-0.6678039232889811
RRS,66,n_term,0,-1.9135095834732057
RRS,66,n_term,1,-1.9669389486312867
RRS,66,n_term,2,-1.8296192169189454
RRS,66,n_term,3,-1.4072726885477702
RRS,66,n_term,4,-1.4253904978434244
RRS,66,n_term,5,-1.446390183766683
RRS,66,n_term,6,-1.4882136662801106
RRS,66,n_term,7,-1.4234997431437175
RRS,66,n_term,8,-1.2631754557291666
RRS,66,n_term,9,-1.0693613370259603
RRS,66,n_term,10,-1.21938107808431
RRS,66,middle,0,-1.9175735155741374
RRS,66,middle,1,-1.9185898939768473
RRS,66,middle,2,-1.3120452562967937
RRS,66,middle,3,-0.9149047215779622
RRS,66,middle,4,-0.6070193608601888
RRS,66,middle,5,-0.6201971848805745
RRS,66,middle,6,-0.6206321716308594
RRS,66,middle,7,-0.6296892484029134
RRS,66,middle,8,-0.5156734784444174
RRS,66,middle,9,-0.5831417083740235
RRS,66,middle,10,-0.5502877235412598
RRS,66,c_term,0,-1.8342331091562907
RRS,66,c_term,1,-1.996702738602956
RRS,66,c_term,2,-1.011289938290914
RRS,66,c_term,3,-0.5887567202250162
RRS,66,c_term,4,0.07077083587646485
RRS,66,c_term,5,0.2222717603047689
RRS,66,c_term,6,-0.045406246185302736
RRS,66,c_term,7,-0.02065560022989909
RRS,66,c_term,8,0.07793655395507812
RRS,66,c_term,9,-0.09477771123250325
RRS,66,c_term,10,-0.17084865570068358
RRS,67,n_term,0,-1.2785398006439208
RRS,67,n_term,1,-1.3088974157969158
RRS,67,n_term,2,-1.1070072968800864
RRS,67,n_term,3,-0.9116689364115397
RRS,67,n_term,4,-0.9259908676147461
RRS,67,n_term,5,-0.6829803665479024
RRS,67,n_term,6,-0.7502260208129883
RRS,67,n_term,7,-0.679250955581665
RRS,67,n_term,8,-0.5721988360087077
RRS,67,n_term,9,-0.4900413195292155
RRS,67,n_term,10,-1.0199572563171386
RRS,67,middle,0,-1.4093456516663234
RRS,67,middle,1,-1.6104965448379516
RRS,67,middle,2,-1.1248921871185302
RRS,67,middle,3,-0.8174069404602051
RRS,67,middle,4,-0.5999267578125
RRS,67,middle,5,-0.11645756959915161
RRS,67,middle,6,-0.13322933514912924
RRS,67,middle,7,-0.21263427734375
RRS,67,middle,8,-0.13092654546101887
RRS,67,middle,9,-0.16146650314331054
RRS,67,middle,10,-0.5298445383707683
RRS,67,c_term,0,-1.5295511742432912
RRS,67,c_term,1,-1.7325022538503012
RRS,67,c_term,2,-0.9457704941431682
RRS,67,c_term,3,-0.623411496480306
RRS,67,c_term,4,-0.30038445790608725
RRS,67,c_term,5,0.24168423016866047
RRS,67,c_term,6,0.08414974212646484
RRS,67,c_term,7,0.06282192866007487
RRS,67,c_term,8,0.24336970647176107
RRS,67,c_term,9,0.06370509465535482
RRS,67,c_term,10,0.08777357737223307
RRS,68,n_term,0,-1.4792134443918863
RRS,68,n_term,1,-1.624545431137085
RRS,68,n_term,2,-1.362511157989502
RRS,68,n_term,3,-0.9027223904927572
RRS,68,n_term,4,-0.5616763432820638
RRS,68,n_term,5,0.09388485749562582
RRS,68,n_term,6,-0.4463607470194499
RRS,68,n_term,7,-0.6252261638641358
RRS,68,n_term,8,-0.6858767191569011
RRS,68,n_term,9,-0.5706111907958984
RRS,68,n_term,10,-0.9145350138346354
RRS,68,middle,0,-1.4372419993082681
RRS,68,middle,1,-1.5628679553667704
RRS,68,middle,2,-1.2117772340774535
RRS,68,middle,3,-0.8364685376485189
RRS,68,middle,4,-0.9886935551961263
RRS,68,middle,5,-0.9726193348566691
RRS,68,middle,6,-1.0231318473815918
RRS,68,middle,7,-0.8294515768686931
RRS,68,middle,8,-0.8287772178649903
RRS,68,middle,9,-0.66171875
RRS,68,middle,10,-0.8016146341959636
RRS,68,c_term,0,-1.6330488046010336
RRS,68,c_term,1,-1.9109021027882893
RRS,68,c_term,2,-1.0253651777903239
RRS,68,c_term,3,-0.7349382400512695
RRS,68,c_term,4,-0.4963817596435547
RRS,68,c_term,5,-0.5553135474522909
RRS,68,c_term,6,-0.7293335755666097
RRS,68,c_term,7,-0.6463335196177165
RRS,68,c_term,8,-0.6674625714619954
RRS,68,c_term,9,-0.5781347592671712
RRS,68,c_term,10,-0.4719993591308594
RRS,69,n_term,0,-1.3099235773086548
RRS,69,n_term,1,-1.31910001039505
RRS,69,n_term,2,-1.3264033873875936
RRS,69,n_term,3,-1.2757452964782714
RRS,69,n_term,4,-1.1019681692123413
RRS,69,n_term,5,-0.5752894163131714
RRS,69,n_term,6,-0.8087386608123779
RRS,69,n_term,7,-0.8175715208053589
RRS,69,n_term,8,-0.5218510309855143
RRS,69,n_term,9,-0.4391649166742961
RRS,69,n_term,10,-1.25795312722524
RRS,69,middle,0,-1.8757191956043244
RRS,69,middle,1,-1.9866888006528218
RRS,69,middle,2,-1.2110219160715738
RRS,69,middle,3,-0.6024592399597168
RRS,69,middle,4,-0.6942973772684733
RRS,69,middle,5,-0.7102384885152181
RRS,69,middle,6,-0.759873612721761
RRS,69,middle,7,-0.6625094572703044
RRS,69,middle,8,-0.5207679430643718
RRS,69,middle,9,-0.650577449798584
RRS,69,middle,10,-0.6152968088785807
RRS,69,c_term,0,-2.314669096469879
RRS,69,c_term,1,-2.501639135678609
RRS,69,c_term,2,-1.3079171498616537
RRS,69,c_term,3,-0.6853399276733398
RRS,69,c_term,4,-0.5401101112365723
RRS,69,c_term,5,-0.3144514083862305
RRS,69,c_term,6,-0.3392061233520508
RRS,69,c_term,7,-0.2954133669535319
RRS,69,c_term,8,-0.09689534505208333
RRS,69,c_term,9,-0.29541069666544595
RRS,69,c_term,10,-0.32837667465209963
RRS,70,n_term,0,-1.786386744181315
RRS,70,n_term,1,-1.8416410684585571
RRS,70,n_term,2,-1.6121196746826172
RRS,70,n_term,3,-0.9117725054423015
RRS,70,n_term,4,-0.72744722366333
RRS,70,n_term,5,-0.3407051245371501
RRS,70,n_term,6,-0.704283332824707
RRS,70,n_term,7,-0.7732524871826172
RRS,70,n_term,8,-0.744738229115804
RRS,70,n_term,9,-0.729391606648763
RRS,70,n_term,10,-1.075338617960612
RRS,70,middle,0,-2.047071925799052
RRS,70,middle,1,-2.0397477746009827
RRS,70,middle,2,-0.8808586279551188
RRS,70,middle,3,-0.7227426528930664
RRS,70,middle,4,-0.6975330034891765
RRS,70,middle,5,-0.7257066249847413
RRS,70,middle,6,-0.5577787717183431
RRS,70,middle,7,-0.34252456029256184
RRS,70,middle,8,-0.17877683639526368
RRS,70,middle,9,-0.2847015380859375
RRS,70,middle,10,-0.3897126833597819
RRS,70,c_term,0,-2.1213638305664064
RRS,70,c_term,1,-2.4730141242345174
RRS,70,c_term,2,-1.22333029905955
RRS,70,c_term,3,-0.5983339627583821
RRS,70,c_term,4,-0.3024468421936035
RRS,70,c_term,5,0.22007242838541666
RRS,70,c_term,6,0.06648143132527669
RRS,70,c_term,7,0.08572772343953451
RRS,70,c_term,8,0.26260534922281903
RRS,70,c_term,9,0.10791149139404296
RRS,70,c_term,10,-0.15463581085205078
RRS,71,n_term,0,-1.4169901688893636
RRS,71,n_term,1,-1.5284997920195262
RRS,71,n_term,2,-1.268881328900655
RRS,71,n_term,3,-0.936790657043457
RRS,71,n_term,4,-0.682820733388265
RRS,71,n_term,5,-0.47954591910044353
RRS,71,n_term,6,-0.2934095939000448
RRS,71,n_term,7,-0.013021024068196614
RRS,71,n_term,8,-0.12214736938476563
RRS,71,n_term,9,-0.23131332397460938
RRS,71,n_term,10,-0.7425305366516113
RRS,71,middle,0,-0.9829459230105082
RRS,71,middle,1,-1.0860372622807821
RRS,71,middle,2,-0.7517606973648071
RRS,71,middle,3,-0.5881739616394043
RRS,71,middle,4,-0.3498830795288086
RRS,71,middle,5,-0.28533048629760743
RRS,71,middle,6,-0.16920057932535806
RRS,71,middle,7,-0.1460123062133789
RRS,71,middle,8,-0.19786113103230793
RRS,71,middle,9,-0.212930170694987
RRS,71,middle,10,-0.13739922841389973
RRS,71,c_term,0,-1.5557397668560347
RRS,71,c_term,1,-1.685980455080668
RRS,71,c_term,2,-0.865520731608073
RRS,71,c_term,3,-0.2986413637797038
RRS,71,c_term,4,-0.2118827184041341
RRS,71,c_term,5,-0.17809937795003256
RRS,71,c_term,6,-0.16392768224080403
RRS,71,c_term,7,-0.13798933029174804
RRS,71,c_term,8,-0.10012893676757813
RRS,71,c_term,9,-0.358452574412028
RRS,71,c_term,10,-0.49590380986531574
RRS,72,n_term,0,-1.407903003692627
RRS,72,n_term,1,-1.5163585821787515
RRS,72,n_term,2,-1.3396478335062663
RRS,72,n_term,3,-0.692449442545573
RRS,72,n_term,4,-0.38616669972737633
RRS,72,n_term,5,0.01754215161005656
RRS,72,n_term,6,-0.2129377047220866
RRS,72,n_term,7,-0.222018305460612
RRS,72,n_term,8,-0.2272809664408366
RRS,72,n_term,9,-0.3462785561879476
RRS,72,n_term,10,-0.681848923365275
RRS,72,middle,0,-1.2987505078315735
RRS,72,middle,1,-1.3486613432566326
RRS,72,middle,2,-0.6530481974283854
RRS,72,middle,3,-0.7017354965209961
RRS,72,middle,4,-0.4629096349080404
RRS,72,middle,5,-0.3677904764811198
RRS,72,middle,6,-0.5222463289896647
RRS,72,middle,7,-0.32055285771687825
RRS,72,middle,8,-0.35755481719970705
RRS,72,middle,9,-0.5408849398295085
RRS,72,middle,10,-0.486287784576416
RRS,72,c_term,0,-1.7126893798510234
RRS,72,c_term,1,-1.8716229716936748
RRS,72,c_term,2,-0.8288520574569702
RRS,72,c_term,3,-0.5170507748921712
RRS,72,c_term,4,-0.21503508885701497
RRS,72,c_term,5,0.036900266011555986
RRS,72,c_term,6,-0.07373981475830078
RRS,72,c_term,7,0.01093308130900065
RRS,72,c_term,8,0.09270168940226237
RRS,72,c_term,9,-0.06835101445515951
RRS,72,c_term,10,-0.15511846542358398
RRS,73,n_term,0,-1.6709335803985597
