dataset,pair_idx,region,layer,mean_margin,final_model_prob1
real_PRS,11,c_term,9,1.8511288086573283,0.8591323494911194
real_PRS,11,c_term,10,1.4755722880363464,0.8591323494911194
real_PRS,12,n_term,0,-1.24797625541687,0.8986706733703613
real_PRS,12,n_term,1,-1.3949210166931152,0.8986706733703613
real_PRS,12,n_term,2,-0.9409808317820231,0.8986706733703613
real_PRS,12,n_term,3,-0.6022017161051433,0.8986706733703613
real_PRS,12,n_term,4,-0.27055877049764,0.8986706733703613
real_PRS,12,n_term,5,0.3556246201197306,0.8986706733703613
real_PRS,12,n_term,6,0.6371537705262502,0.8986706733703613
real_PRS,12,n_term,7,1.095533843835195,0.8986706733703613
real_PRS,12,n_term,8,1.1153020183245341,0.8986706733703613
real_PRS,12,n_term,9,1.134582483768463,0.8986706733703613
real_PRS,12,n_term,10,0.2186922272046407,0.8986706733703613
real_PRS,12,c_term,0,-1.67763467853268,0.8986706733703613
real_PRS,12,c_term,1,-1.811933453877767,0.8986706733703613
real_PRS,12,c_term,2,-1.1706782499949138,0.8986706733703613
real_PRS,12,c_term,3,-0.908285649617513,0.8986706733703613
real_PRS,12,c_term,4,-1.0625662326812744,0.8986706733703613
real_PRS,12,c_term,5,-0.7598515113194784,0.8986706733703613
real_PRS,12,c_term,6,-0.9195584376653035,0.8986706733703613
real_PRS,12,c_term,7,0.23899193604787192,0.8986706733703613
real_PRS,12,c_term,8,0.6286093831062317,0.8986706733703613
real_PRS,12,c_term,9,0.6793569425741831,0.8986706733703613
real_PRS,12,c_term,10,0.8719143668810526,0.8986706733703613
real_PRS,12,middle,0,-1.412146011988322,0.8986706733703613
real_PRS,12,middle,1,-1.7127598563830058,0.8986706733703613
real_PRS,12,middle,2,-1.2556004285812379,0.8986706733703613
real_PRS,12,middle,3,-1.3976967175801596,0.8986706733703613
real_PRS,12,middle,4,-1.6046524206797281,0.8986706733703613
real_PRS,12,middle,5,-0.8332097848256429,0.8986706733703613
real_PRS,12,middle,6,-0.7555023526151975,0.8986706733703613
real_PRS,12,middle,7,-0.22634762922922771,0.8986706733703613
real_PRS,12,middle,8,0.2321831464767456,0.8986706733703613
real_PRS,12,middle,9,0.30470054149627684,0.8986706733703613
real_PRS,12,middle,10,-0.5919700557986896,0.8986706733703613
real_PRS,13,n_term,0,-1.2515766064325968,0.9762423038482666
real_PRS,13,n_term,1,-1.4658929427464804,0.9762423038482666
real_PRS,13,n_term,2,-1.1087022463480631,0.9762423038482666
real_PRS,13,n_term,3,-0.9972034454345703,0.9762423038482666
real_PRS,13,n_term,4,-0.9155295372009278,0.9762423038482666
real_PRS,13,n_term,5,-0.03251543839772542,0.9762423038482666
real_PRS,13,n_term,6,0.03861745794614156,0.9762423038482666
real_PRS,13,n_term,7,0.13958348433176676,0.9762423038482666
real_PRS,13,n_term,8,0.2232488711675008,0.9762423038482666
real_PRS,13,n_term,9,0.290826153755188,0.9762423038482666
real_PRS,13,n_term,10,-0.7404448231061299,0.9762423038482666
real_PRS,13,c_term,0,-2.1610899766286216,0.9762423038482666
real_PRS,13,c_term,1,-2.065027670065562,0.9762423038482666
real_PRS,13,c_term,2,-1.7474769989649455,0.9762423038482666
real_PRS,13,c_term,3,-0.662584924697876,0.9762423038482666
real_PRS,13,c_term,4,-0.47072224617004393,0.9762423038482666
real_PRS,13,c_term,5,0.3894608736038208,0.9762423038482666
real_PRS,13,c_term,6,0.35651493072509766,0.9762423038482666
real_PRS,13,c_term,7,0.9752796173095704,0.9762423038482666
